row_counts,reward_max,reward_mean,state_mean,state_std
1526592,999.32,1.3006691375448636,"[46.33013667  3.01924286  2.26022377 10.39414021  0.23972857  4.10664339
 12.96572807 28.72994384  5.27012141  1.01368554 13.46855939  9.73932044
  2.82445569  1.12719204  2.37175741  4.47160831  1.13481066  0.13205208
  0.136766    0.14245773  0.7932613   0.76351415  0.743156  ]","[30.27887819  2.30019409  1.867214    5.83847215  0.20607163  3.47644575
 13.06278924 28.73202323  2.05506932  1.0046072  16.71085918 12.06989361
  4.53965206  0.69879479  3.23511953  5.78883967  1.33976758  0.33854738
  0.34360015  0.34951899  0.40496643  0.42492387  0.43689262]"
